"","ID","Class","names_ap","count","AreaTotal","AreaClass","prop"
"47",4,190,"D",1,8131500,900,0.0110680686220255
"48",5,1,"E",2081,8137800,1872900,23.0148197301482
"49",5,111,"E",21,8137800,18900,0.232249502322495
"50",5,121,"E",451,8137800,405900,4.98783454987835
"51",5,122,"E",117,8137800,105300,1.29396151293962
"52",5,123,"E",8,8137800,7200,0.08847600088476
"53",5,124,"E",2,8137800,1800,0.02211900022119
"54",5,141,"E",4633,8137800,4169700,51.2386640123866
"55",5,142,"E",392,8137800,352800,4.33532404335324
"56",5,143,"E",26,8137800,23400,0.28754700287547
"57",5,152,"E",27,8137800,24300,0.298606502986065
"58",5,176,"E",1281,8137800,1152900,14.1672196416722
"59",5,190,"E",1,8137800,900,0.011059500110595
"60",5,195,"E",2,8137800,1800,0.02211900022119
"61",6,1,"F",3650,8141400,3285000,40.3493256688039
"62",6,111,"F",12,8141400,10800,0.1326553172673
"63",6,121,"F",396,8141400,356400,4.37762546982091
"64",6,122,"F",100,8141400,90000,1.1054609772275
"65",6,123,"F",1,8141400,900,0.011054609772275
"66",6,141,"F",2854,8141400,2568600,31.549856290073
"67",6,142,"F",521,8141400,468900,5.7594516913553
"68",6,143,"F",17,8141400,15300,0.187928366128676
"69",6,152,"F",16,8141400,14400,0.176873756356401
"70",6,176,"F",1475,8141400,1327500,16.3055494141057
"71",6,190,"F",1,8141400,900,0.011054609772275
"72",6,195,"F",3,8141400,2700,0.0331638293168251
"73",7,1,"G",2801,8136000,2520900,30.9845132743363
"74",7,111,"G",78,8136000,70200,0.86283185840708
"75",7,121,"G",773,8136000,695700,8.55088495575221
"76",7,122,"G",324,8136000,291600,3.58407079646018
"77",7,123,"G",17,8136000,15300,0.188053097345133
"78",7,141,"G",3411,8136000,3069900,37.7323008849557
"79",7,142,"G",346,8136000,311400,3.82743362831858
"80",7,143,"G",17,8136000,15300,0.188053097345133
"81",7,152,"G",16,8136000,14400,0.176991150442478
"82",7,176,"G",1256,8136000,1130400,13.8938053097345
"83",7,195,"G",1,8136000,900,0.0110619469026549
"84",8,1,"H",2260,8136900,2034000,24.9972348191572
"85",8,111,"H",26,8136900,23400,0.287578807654021
"86",8,121,"H",671,8136900,603900,7.42174538214799
"87",8,122,"H",196,8136900,176400,2.16790178077646
"88",8,123,"H",6,8136900,5400,0.0663643402278509
"89",8,141,"H",4095,8136900,3685500,45.2936622055082
"90",8,142,"H",794,8136900,714600,8.78221435681894
"91",8,143,"H",39,8136900,35100,0.431368211481031
"92",8,152,"H",34,8136900,30600,0.376064594624488
"93",8,176,"H",920,8136900,828000,10.1758655016038
"94",9,1,"I",3156,8136000,2840400,34.9115044247788
"95",9,111,"I",112,8136000,100800,1.23893805309735
"96",9,121,"I",597,8136000,537300,6.60398230088496
"97",9,122,"I",220,8136000,198000,2.43362831858407
"98",9,123,"I",68,8136000,61200,0.752212389380531
"99",9,124,"I",13,8136000,11700,0.143805309734513
"100",9,131,"I",3,8136000,2700,0.0331858407079646
"101",9,141,"I",3689,8136000,3320100,40.8075221238938
"102",9,142,"I",196,8136000,176400,2.16814159292035
"103",9,143,"I",15,8136000,13500,0.165929203539823
"104",9,152,"I",22,8136000,19800,0.243362831858407
"105",9,176,"I",949,8136000,854100,10.4977876106195
"106",10,1,"J",2794,8140500,2514600,30.889994472084
"107",10,111,"J",171,8140500,153900,1.89054726368159
"108",10,121,"J",1017,8140500,915300,11.2437810945274
"109",10,122,"J",766,8140500,689400,8.46876727473742
"110",10,123,"J",180,8140500,162000,1.99004975124378
"111",10,124,"J",85,8140500,76500,0.939745715865119
"112",10,131,"J",19,8140500,17100,0.210060807075732
"113",10,141,"J",2643,8140500,2378700,29.2205638474295
"114",10,142,"J",130,8140500,117000,1.43725815367606
"115",10,143,"J",14,8140500,12600,0.154781647318961
"116",10,152,"J",103,8140500,92700,1.1387506909895
"117",10,176,"J",1120,8140500,1008000,12.3825317855169
"118",10,190,"J",2,8140500,1800,0.0221116639027087
"119",10,195,"J",1,8140500,900,0.0110558319513543
